Strain	Organ	Age	Smp-Gene ID	Casp3	Casp8	Egr1	Bcl2	Smad1	Cnbp	Ctsd	Ptgr1	Ephx2	F2r	Itpr1	Slc1a4	Ccl5	Cd86	Fkbp1a	Hspd1	Rela	Myd88	Hmgb1	Sirt1	Bcl6	Ebf1	Il1b	Il10	Ilrn	Ccr5	Tlr4	Uts2	Ccr1	Bmpr2	Tnf	Ctsl	Il6	Cd36	Hsd17b13	Lipg	Psap	Hgd	Ldha	Nts	Rhoa	Rictor	Ak2	Ephb1	Foxo1	Eif4e	Fmo2	Arg2	Nox4	Ltb4r	Esr1	Esr2	Acta2	Rgs1	Arg1	Smad3	Adra1d	Fosl1	Scx	Zbtb16	Tlr3	Apln	Agtrap	Ace	Adrb1	Agt	Agtr1a	Ren	Tgfb1	Renbp	Npr1	Hcrtr1	Gapdh	Actb	Rpl13a	Gja	Cyp19a1	Adra1a	Th	Spp1	Jun	Plgf	Timp3	Cdkn1a	Hif1a	Itga5	E2f1	Ogn	Stat3	Mif	S100a4	Thbs1
SHR	Adrenal Gland	8	S.8.F.2.AG.1	0.151918665	-0.373997875	0.120000817	-0.357020144	0.497877627	0.207020254	0.02725056	-0.586648752	-1.640998766	0.178380585	-0.174376292	0.226244713	-0.882976098	NA	0.292505216	0.431475135	0.185186136	0.687292275	0.20806631	1.327473144	2.548210688	1.122872663	-0.481577717	-1.956111108	-0.625953885	-0.268331765	-0.259362583	-2.19376218	0.304513031	-0.05613014	-1.605858822	0.040330943	NA	1.673621787	-0.605169882	-1.347617584	-0.98454426	0.054825747	0.007998039	-1.18726294	0.030797448	-0.184229171	0.627376062	-0.163609793	0.020950512	0.196920919	0.766682655	NA	0.437498005	-1.56488727	1.20754993	1.123272485	0.889848083	0.421426733	0.854345599	-0.459857763	-2.101401727	-1.240200419	-0.621253384	-0.098973488	1.00089376	0.286429493	0.143614309	0.27966972	-1.41289461	0.541594634	0.508340202	1.784423649	0.00813152	-0.017293394	0.224904598	-1.46462249	0.004238274	0.075378122	0.14257268	0.65841418	-3.50295729	0.431635783	0.626233564	-0.366739884	0.805293973	0.001307475	-0.50663342	-4.889734095	-0.359660765	0.130756729	-0.478636219	1.223267912	0.07409291	0.057815512	0.139485368	1.104870512
SHR	Adrenal Gland	8	S.8.F.4.Ag.1	0.577802975	0.53455264	0.540268929	-0.980070399	0.624107385	0.477043798	0.464708087	-0.013819374	-4.661111321	0.730210566	0.28795127	-0.105799563	-0.983664453	0.792336539	0.659785873	-0.536551646	0.410345156	0.931789257	0.494454312	0.657454829	2.346338816	-0.418362113	0.349268978	-1.386819563	0.72881487	-0.01971708	0.470696763	0.332942416	0.357618126	0.219543616	-0.020792237	0.419991667	-0.051068742	-1.082772204	0.908247383	-1.275418869	-2.322707415	-1.225258388	0.415925908	1.621380575	0.328659357	0.12853278	0.466712364	0.210873679	0.343225965	0.12316675	-0.136774249	0.11425553	-0.74964568	0.699827375	0.854015685	-0.1432005	-0.092447913	0.159951658	0.415042694	0.429621373	-0.205681012	0.145024926	-1.119220539	0.015868357	1.548972163	-1.320663252	0.940637938	0.106097435	0.240118205	-5.546209955	0.542632372	1.130096704	0.643483485	0.296925914	0.911552955	-0.974752385	0.134973831	0.221909594	0.52050812	0.718546036	1.277899325	0.307470618	0.984169879	0.042911008	0.737973293	0.07325621	-0.437117935	NA	0.0015944	0.792534381	0.259278696	-0.439244286	0.317180492	0.482192601	-0.601575658	0.524093672
WKY	Adrenal Gland	8	W.8.1.AG.1	-0.256754216	-2.33110383	-1.71606229	0.103325331	-0.740687874	-0.022534309	-0.02725056	-0.389639309	1.06887608	-0.904560472	-0.455406387	2.256792788	0.920646275	-0.800570971	-0.03912657	0	-0.467068108	-0.87343786	-0.50446141	0.077681719	-0.342176095	-0.442090443	-1.927289603	0.472921708	-1.06925869	-0.5851555	-0.632304117	0.803697566	-0.402052294	-1.031658231	-2.294010117	-0.133522304	-1.748547323	1.10224928	-1.886771728	0.266468051	-0.670984335	0.380057443	0.330217165	-0.512549305	-0.342383267	-1.206954425	-0.500590495	-0.24066949	-1.079549104	0.498617433	-0.48459648	-8.14404641	-0.15243467	-2.435287525	-0.798571775	0.11158489	-0.22570602	-0.595957223	-0.714686776	-1.891817358	-0.315164011	1.732802496	5.44973409	0.500388161	-1.575797028	0.067158928	-1.760068744	-1.199802385	-2.946012465	1.78474754	0.55467699	-0.762395786	-0.760995385	-0.404705552	-0.319583069	-0.086512215	-0.089022798	-0.085906016	-0.207090223	-0.641839119	-5.602137125	-1.726428802	-1.281773175	-0.444514099	-0.90293038	-1.69648146	-0.379528845	-1.35066408	-1.16896748	0.258842141	-1.353178214	-0.492100776	1.13822689	-0.103258275	-1.142492528	-1.692024095
WKY	Adrenal Gland	8	W.8.2.AG.1	0.778469074	0.370962225	-0.705599085	0.638509246	-0.384237045	0.225602209	0.143986885	0.182204799	1.139577655	-0.598630453	-0.425979073	2.337980363	1.172946835	-0.137756536	0.162998332	0.513122425	-0.03652988	-0.234056829	-0.152679283	-0.201482336	-0.9646706	-2.161056058	0.323428663	0.061120862	0.473704535	0.432605485	-0.090150183	0.522920301	-0.576989179	-0.3666438	0.526438068	0.054185114	0.024821982	-2.150858293	0.515090788	-0.593368044	-0.72943365	0.960777548	0.398375927	-2.29837026	0.024449207	0.147843794	-0.192520477	-0.299002452	0.022649368	0.552894555	-1.162449225	0.929543295	-3.570132505	0.99205801	-1.4530163	3.367068165	-0.088037082	-2.449950288	-0.797429451	0.590723257	1.044577807	0.860792141	4.932547753	0.025450052	-0.069187547	-1.673817177	-0.619239311	-0.44772044	0.21264924	-6.11268286	-0.357731408	-0.732922151	0.04214497	-0.158079283	0.005088741	1.4668735	0.08262114	0.194139828	-0.224877604	-0.605485477	1.68975536	0.137193143	-0.819422325	-0.002924074	0.071408693	-0.247435295	1.595029	NA	-0.669769045	0.430773223	0.482134591	-1.945948403	0.392814514	0.122021662	-1.609122233	-1.91110707
WKY	Adrenal Gland	8	W.8.F.3.AG.1	1.659495904	0.655474339	-1.979186239	0.201386123	0.21120974	-0.003637778	-1.298842061	0.452233688	2.358282012	NA	0.08766882	0.520523345	0.569052387	-0.061743989	0.180351742	-6.04950568	0.231896002	0.224148949	-0.31101893	0.016270981	0.776268886	-0.99814257	0.870901044	1.24346628	1.402110966	1.12936918	0.806463992	0.8265281	-0.003306886	0.162222415	0.976227935	-0.026255036	0.35417493	-1.448653722	1.211481207	0.046638379	0.101609698	1.25656706	-0.656893842	-2.553072783	-0.742130473	0.577703415	0.364793725	-0.004271092	0.779458922	-0.100884566	-0.509573039	0.940302063	-2.354297508	1.213505677	-0.769640062	0.030334983	-0.262002305	-1.73523295	0.229739717	0.295879145	1.353467711	0.775893656	1.620950127	-2.084386018	0.622672633	0.03040025	0.083305391	-0.648408683	0.271159678	-6.938634922	-0.323817255	0.037921776	0.662513834	0.400116591	-0.123252216	-0.396108383	-1.947465713	-2.084414115	-0.627224364	-0.45694594	1.693757897	0.253699067	-1.326666862	-2.602068759	-0.965910513	0.148236056	0.679947047	1.515155443	0.353937363	0.940910138	1.428079213	-1.179242878	0.252674779	0.322040767	-0.432416025	-1.490553125
SHR	Adrenal Gland	10	S.10.F.2.AG.1	-0.703069353	-0.93067969	-0.09321849	NA	-0.366868743	-0.176230053	-0.220263805	-0.54583392	-2.647566391	0.367063665	-0.257308734	-0.172687523	-2.147118323	-0.782814761	-0.44317218	0.02675029	-0.116858514	0.000206484	-0.27801741	1.134398579	0.272286826	0.193571697	-1.497011383	-10.21463018	-0.93158174	-0.66218858	-0.963019388	1.213606114	-0.385422234	-0.37632554	-0.632218067	-0.408798486	-1.011257183	0.293572049	-0.829165148	0.406860191	-0.850001975	-0.669416908	-0.307279298	3.947970195	-0.362318781	-0.53184937	-0.134500598	-0.229840967	-0.801576698	-0.099320605	-0.15357376	-0.97039918	0.52013874	-0.435389995	-0.011332215	NA	-0.682192572	-0.657605393	-0.463459316	-0.876029668	-0.185475807	-1.127514744	0.801858441	0.572471725	-0.534578391	-0.596577352	-0.268848889	-0.105447355	-0.646249635	-1.529799515	-0.28064624	0.267163124	-0.456423905	-0.429032813	-0.153418205	-0.379630715	-0.266167173	-0.245334381	-0.296527319	0.181598627	-0.628548305	-0.434609262	0.280116191	0.079414398	0.267947943	-0.39246794	-0.793630945	NA	-0.42851877	-0.54952796	-0.686889914	-0.593513513	-0.200410859	-0.298252858	-0.683783247	-0.118427005
SHR	Adrenal Gland	10	S.10.F.4.AG.1	-0.309944518	0.103555828	0.661129995	-0.074814421	-0.122862481	-0.554017181	-0.295365799	-0.717308817	-3.439675872	0.219690943	-0.311674882	-0.638316344	-1.622678494	-0.337686533	-0.572608631	-0.376516742	-0.181399776	-0.215124993	-0.275162277	-0.657594093	-0.052186988	-0.448114384	-0.200721134	-2.116338154	0.061527438	0.064784438	-0.011605499	0.269957264	-0.095701065	-0.419393728	0.255223471	-0.552818977	0.229329176	-0.295230658	-0.184908749	-1.664557911	-1.119250867	-0.741907879	-0.457589013	1.628219804	-0.386588613	-0.461866103	-0.209372152	-0.338058537	-0.275641623	-0.265982967	0.274636169	0.466327518	1.047327499	0.469102803	0.672918134	0.334829019	0.433656962	-0.281923464	0.026150513	0.254377611	-0.06376473	-0.145024926	-1.806861731	0.33849922	0.040028856	-1.087189194	0.002581567	0.160432414	0.192654584	-0.873634118	0.539203936	0.468668832	-0.115505622	-0.437249241	-0.203461185	0.145307633	-0.457390448	-0.374431442	-0.151895889	-0.374319586	1.147614154	0.071834497	0.373746964	-0.323852633	-0.339492398	0.360208548	0.148287253	NA	-0.452928122	-0.401597983	-0.052491766	0.067046727	-0.432743182	-0.387345404	0.223445491	-0.001714847
WKY	Adrenal Gland	10	W.10.F.1.AG.1	0.538409411	-0.37590707	-0.097281135	0.074814421	0.306745292	0.281718302	0.519426638	0.297148454	2.91049374	0.324296626	0.667288135	0.017391178	1.085539947	0.120921919	0.289027922	0.2798152	0.339252451	0.314226854	0.466811655	-0.212757841	-0.256312145	-0.518807342	-1.160737533	-0.762227612	-0.1397477	0.17279495	-0.053255717	0.205883146	-0.007730074	0.611197256	-0.156119777	0.207139665	NA	-1.339960272	-0.814874197	0.750288741	0.010488965	0.523941503	0.528034313	0.276924945	0.188563601	0.115651546	0.173958831	0.685866157	0.436651427	0.463158552	0.032644171	-2.90629941	-0.06192766	-0.410861175	-0.066140675	NA	0.734230478	-0.115827562	0.218339855	-0.759134707	-0.080878252	-0.367587344	-0.072720199	-0.206886963	0.765397963	0.004781488	0.25186609	-1.201137335	-0.803643095	-1.574300635	0.019696873	-1.544777676	0.549216572	0.350791797	0.51742089	0.086512215	0.208709052	0.336278107	0.405056291	0.366380268	-0.634321645	-2.246783982	-1.145607203	0.332479309	0.169428719	-0.36341671	0.235308355	0.04695031	1.06636384	0.385308848	0.052491766	0.079674565	0.230055812	0.538397143	0.166176903	-0.197454745
WKY	Adrenal Gland	10	W.10.F.2.AG.1	-0.627496069	1.021593376	-0.807760049	NA	-0.324815438	-0.532426324	-0.250212901	-0.258891896	2.667902966	-0.808405775	-0.309040143	-0.360156537	-0.825796797	-0.682852115	-0.690718478	-0.484668634	-0.464150235	-0.511007087	-0.300001211	-0.747312615	-1.193126629	0.191105744	0.513486484	-2.117199167	0.672999086	0.728771429	0.540571554	1.295973407	0.011393992	-0.047066066	2.065812179	-0.448921465	1.226494074	1.413175649	0.918662369	0.678179656	-0.530573779	-0.473102911	-0.316994267	-2.738956899	-0.547417844	-0.923695908	-0.019044947	-0.118582306	-0.432365379	-0.12010276	-0.598814684	2.061619226	-0.291735484	1.924992861	-0.835151969	-1.490010894	-0.206658559	-1.273443427	-0.27232306	1.249040489	0.015743321	0.809633872	-0.458322763	0.043115531	-0.405774337	0.236968824	-0.752730029	0.457674561	1.472373151	1.616146424	-0.489447344	-0.70617934	-0.318683529	-0.265532231	-0.352689537	1.959668351	-0.47713583	-0.491163923	-0.308271888	-0.476344491	2.464601391	1.575505284	-0.783869274	-0.432004526	-0.627912932	0.542863466	0.323914701	0.071517056	-0.007115194	-0.949648998	1.088716832	-0.718057783	-0.653021437	-0.258198323	-0.451604051	-0.789365469
WKY	Adrenal Gland	10	W.10.F.3.AG.1	-0.035024672	0.22943536	0.09321849	-0.233646499	0.089997385	0.35957377	0.628386009	0.013819374	2.27462655	0.756524807	0.146145417	-0.554517873	1.553678087	-0.871887891	0.63488892	0.69608072	0.522831912	0.369884915	0.582748718	0.701240309	0.062045835	0.304250818	-0.569091692	-1.381004883	-0.17861948	-0.89245626	0.335628903	-0.312350495	-0.640079774	0.313765852	0.577910333	0.554119854	-0.694711453	-0.832922228	0.696219203	0.561051051	-0.365303665	0.879612893	0.394075143	0.842028545	0.497832328	-0.524917499	0.260461846	0.004271092	0.314957725	-0.440967416	0.357796631	0.14277422	-1.02337788	0.410861175	0.507691925	-1.48019999	-0.909014689	0.269866168	0.141168754	0.175237263	-0.805054662	0.335838926	-1.414877309	0.468528717	1.139639105	0.976857578	0.027362439	0.124004825	0.246311015	0.17514739	-0.229575483	0.054282694	-0.151199315	0.479932985	0.877652119	-0.196434555	0.62824162	0.492746585	0.428384242	0.397145004	0.639613635	-0.430507112	0.186881645	0.748744829	1.075239429	0.51484885	-0.154294925	0.14092005	-0.60288977	0.603464458	0.499732886	0.074681302	0.204627896	0.63543478	-0.328823157	0.992616764
SHR	Adrenal Gland	12	S.12.F.1.AG.1	-0.624041613	-1.60026026	-0.597278661	-1.249430809	-0.839730267	-0.650068177	-0.624461443	-1.068526985	-2.917026951	-0.716189814	-0.888605331	2.786497221	-1.508021633	0.091053259	-0.567870881	-0.34414157	-0.714189956	-1.027689058	-0.663426757	-0.068132761	0.191920206	0.583695828	-1.130650913	0.224930848	-1.03345195	-0.41252822	-0.221896867	-0.424304594	-0.672067004	-0.886697172	-1.157060847	-0.525371473	0.049917767	0.319264974	-1.681434848	-1.955657349	-0.980869805	-0.387096118	-0.630050928	0.669365725	-0.65980488	-0.854361598	-0.708417348	-0.953411655	-0.857809012	-0.505916632	-0.27007013	-5.34762624	0.60104216	-2.597913785	0.371842945	0.85137105	0.413260781	-0.689697532	-0.254526386	-1.268411248	0.014233312	-0.976114724	2.583561307	0.60595195	-1.318263195	0.449497248	-0.998886872	-0.352107605	-3.395601105	0.860482339	0.214456951	0.874449894	-0.295924415	-0.736522007	-0.912494073	-0.636190905	-0.474603923	-0.587489929	-0.569804578	-0.70631404	-2.956881725	-1.549189022	0.425102284	-0.788670814	-0.523517658	-1.12113711	-1.154678175	-2.01937195	-0.93347909	-0.818382613	-1.576675714	0.112395256	-0.145991936	-0.738116421	-0.348730357	-0.309841258
SHR	Adrenal Gland	12	S.12.F.2.AG.2	0.090035356	-0.41825789	0.782327796	NA	-0.009957575	0.1836288	0.131797188	-0.179737391	-1.422826321	-0.142336428	-0.025718663	1.063082008	-0.270846823	0.906475359	-0.210103806	-0.136515169	-0.015526091	0.164783331	-0.004050735	-0.354656431	0.39930077	1.136068678	0.033468788	2.314718998	-0.31778406	0.46101803	0.152302003	0.576519806	-0.067891274	0.01139232	-0.478512977	0.026255036	0.418784067	0.786640489	-0.647489357	-1.025547329	0.562547805	-0.054825747	0.02593769	2.746352665	0.045798951	0.086178351	0.208750575	-0.065664523	-0.035490119	0.230298746	0.207294431	-4.75741797	1.38779767	-1.136849885	0.011332215	-0.4749986	0.076561884	-1.034198933	0.621788594	-1.233839758	-0.014233312	-1.489769204	0.714787121	0.011744187	-0.18318243	0.343258208	0.290047471	-0.058137225	-1.676670405	0.556857808	0.079621824	1.603004764	0.055850835	0.031026423	0.126695903	-0.525423165	0.096281927	0.115622323	0.09189325	0.012511026	-3.753775995	-0.654973982	0.203884841	0.401685738	-0.224516534	-0.73226251	-0.437200175	0.4098194	0.25251107	-0.178098234	-0.672168504	0.016966931	-0.055910842	-0.092849201	1.000740503	-0.310833235
SHR	Adrenal Gland	12	S.12.F.4.Ag.1	0.47845119	0.44956329	0.426941993	-0.394616749	0.100995178	0.288070542	0.436739456	0.257657153	-3.090428011	0.366157631	0.190756864	-0.075678413	-0.354189773	0.472836269	0.080100985	0.77284385	0.164829441	0.382892609	0.415143823	0.222731479	1.023551999	0.240086807	0.349972148	-0.227984193	0.39793446	0.16745534	0.288726093	1.441519696	-0.212160934	-0.01139232	1.143134193	0.463989761	0.497363878	-0.669861109	0.166992243	-0.670815009	-0.010488965	-1.007152368	0.425279968	-0.316963085	0.395366954	0.181507822	0.183443034	0.194825618	0.197004621	0.518772726	-0.02603029	0.36592421	0	1.072515945	0.250022235	-0.98170329	-0.25523875	0.190979248	-0.142652976	0.269288092	-0.117990732	0.567129476	-1.300433009	-0.331127633	0.61150949	-0.850479582	0.600433375	0.280065395	0.453707245	-1.177491275	0.038862187	-0.037921776	0.003376545	0.255552755	0.031614218	0.680926525	0.683897108	0.432451972	0.612149135	0.413290594	1.202947365	-0.281438442	0.435298762	0.825507958	0.584162081	0.37266587	0.232472735	-2.08371067	0.14853189	-0.079367965	0.364059636	0.131453958	0.052714901	0.166899651	0.547723453	0.142509155
WKY	Adrenal Gland	12	W.12.1.AG.1	0.304794473	-0.94441893	0.11787206	1.656625851	0.158927683	0.264304608	0.476874975	0.519083148	3.92134021	-0.196692012	0.66253221	0.325390998	1.060336758	0.435067679	0.285525859	0.6937191	0.221211243	-0.000206484	0.169122032	0.186375369	-0.186700715	1.409551568	-0.292306343	0.711205748	-0.5186959	-0.33089072	0.208209693	-0.890413104	-0.200170124	0.424900765	-0.364436287	0.136864924	0.971370298	2.704994351	-0.172041008	0.225570101	1.414647495	1.226152113	0.459032423	-0.074932455	0.207284163	0.162280649	0.628807909	0.54482601	0.693632652	0.37373417	0.226043201	-4.28165857	1.59404321	-0.850524795	0.654800915	0	0.539247763	-2.837697033	0.190107154	-1.304263468	0.221037149	-0.628108134	0.616319101	0.725269587	0.158252262	1.249550798	-0.06841132	0.041380775	-0.696210275	2.787697302	-0.232326483	-0.848674596	0.130688525	0.237527317	0.132892559	-0.428248715	0.372802678	0.361106271	0.219127902	-0.110084592	-2.799716915	1.049093158	-0.597753882	0.046725696	-0.205440351	-0.44435741	0.662565245	2.44049106	0.47019715	0.254412398	-0.269267024	0.31408926	-0.008240933	0.160653185	0.559611273	-0.198696545
WKY	Adrenal Gland	12	W.12.3.AG.1	0.452183947	1.31665656	-1.24263172	1.087565281	0.016813314	0.003637778	0.203624846	0.568285306	2.03612922	-0.18254145	-0.061743305	-0.150779842	1.617189489	-0.049017041	-0.021534127	0.3533466	-0.01602005	-0.117304091	0.177097384	-0.507152791	-1.168730015	-1.246404663	0.552337738	1.033178968	1.12090006	1.383838223	0.727474943	0.800893146	0.653725486	0.527132533	1.814007643	0.150764	-1.157831953	-2.36631585	1.285834583	-0.046638379	0.700796505	-0.546511278	-0.00055128	-2.132675935	0.067491646	0.174460081	0.019044947	0.059245288	0.489064287	0.151909213	-1.44557067	1.80390576	NA	1.828575235	-1.259340345	NA	-2.35879498	-1.163777093	-0.651661966	1.187020733	0.404538046	0.900302586	0.245095631	-0.962591463	0.661217836	-1.155087212	0.028668534	-0.041380775	0.806730425	-8.022893855	-1.779307963	-0.855623046	0.196577275	0.197810215	-0.129570392	1.922919115	0.089529197	0.007692118	0.136093163	0.00903052	2.620091155	0.891899578	-1.627889737	0.406010709	0.02638445	0.37663697	0.461697635	0	0.39933861	-0.079875126	1.281818266	-2.086283165	-0.065708417	0.074428988	-0.363754937	-2.487240725
WKY	Adrenal Gland	12	W.12.F.3.AG.1	0.390055538	1.183814629	-0.593116158	1.777853097	0.197943781	-0.218502471	-0.278704219	0.088529366	2.474640596	-0.228658663	0.280457533	0.236707304	2.216803177	-0.138546015	0.066573366	-0.610567344	0.135076012	0.049124134	0.038939781	0.051034525	-0.944774019	-1.170393557	0.781120264	1.075611474	1.030406296	1.575094272	0.72535265	0.310209332	0.324996228	0.555793959	2.435572289	0.034138858	-1.430920417	-1.957802519	1.228021395	-0.343575043	0.828744311	0.323920229	-0.383964083	-1.397059069	-0.185397774	0.271320473	-0.131324697	0.399789067	0.907681955	0.086296595	-0.436347993	1.425236946	-1.260875374	1.977619221	-0.276781249	-0.391462554	-1.332615821	-0.477737756	-0.01972776	1.015191379	0.227846627	0.985026452	0.609292597	-2.305270867	0.184273758	-0.410495956	0.071796137	0.164852711	0.986184361	-5.619997559	-0.641401742	-1.22203871	0.461264873	0.274345018	0.176600411	2.427216901	-0.442918693	-0.534010769	-0.083604524	0.120230793	2.508114041	0.924211334	-1.224901757	-0.557903236	0.04069056	0.827742506	0.034337871	1.189077846	1.018515216	0.581633919	1.279568542	-1.127553597	0.069893547	-0.146984166	0.195960581	-0.837939729
SHR	Adrenal Gland	16	S.16.F.1.AG.1	0.244773592	-0.945460595	-0.350302455	-1.149354914	0.104518803	0.297400023	0.379233133	0.170283327	-2.448040966	0.119618813	0.22587268	-0.350288018	-1.081017178	0.788206334	0.085708443	1.610573605	0.26641131	0.113573472	0.359120891	0.390491444	-0.2883056	-0.440543638	0.601550203	2.768369353	0.625212355	-0.208985405	-0.001371093	-0.37433791	-0.434707869	0.280614848	-0.301718382	0.679465984	0.637585422	0.387901113	-0.166992243	0.316611826	0.14679657	-0.083070113	0.171201588	0	0.486889777	0.417962642	0.239639246	0.270295168	0.127699814	0.31017918	-0.227515035	-2.922615715	0.582127805	-0.99431155	-0.40734344	0.860874685	0.182010986	0.112098112	0.080882989	-1.797836033	0.573048153	-1.308223309	-2.364030774	-0.304459648	-0.042429317	0.365361933	0.483907513	-0.56065011	-1.63275395	-0.07452884	-0.148458958	0.837442649	0.33763348	0.354410898	0.301457377	-2.34324751	0.792616846	0.789027022	0.451082353	0.520350289	-3.2294843	-0.581346447	-0.422154695	0.868916574	-0.02638445	-1.053124955	0.85905986	NA	0.921267025	0.072272751	-1.020368169	-0.320694133	0.210329995	0.126903574	0.802754318	-0.0802183
SHR	Adrenal Gland	16	S.16.F.2.AG.1	-0.027835006	-0.64225509	0.931040759	0.235929121	0.009957575	-0.104617335	-0.094483342	-0.254126871	-2.354243801	-0.169386719	0.170539525	-0.324504373	-0.452771533	0.105495069	-0.313234683	0.11676819	-0.179878954	-0.100629665	-0.130890829	-0.016270981	-0.077231975	0.495443408	0.092438178	NA	-0.77075561	-0.2852774	-0.178298107	-1.984643925	0.019091136	0.012470825	-0.905373117	-0.05037063	0.773016038	0.526797932	-0.172668317	-0.691596529	-0.027627835	-0.209609238	-0.247755111	1.688439055	-0.186849605	0.284497561	-0.102361761	0.121359903	0.381831254	-0.030045804	0.282184621	-4.39719633	1.48420606	-1.522240145	0.548092145	-0.29090888	0.122819259	-0.112098112	-0.046153465	-1.104825918	0.258245017	-1.359815684	-2.029864759	-0.682592613	-0.155123067	0.165401998	0.282062473	0.165470805	-1.010261575	-0.289591671	0.299506139	0.794381354	0.003376545	0.017293394	-0.037892248	-1.063221315	-0.012278485	-0.091581039	0.084140399	0.050583621	-3.385897585	-0.169079722	0.352239084	0.169432299	-0.241498632	-0.15993328	-0.175577535	NA	0.20414629	0.117943067	-0.902473264	0.110479823	-0.123904434	-0.07700981	0.480433753	0.36806808
SHR	Adrenal Gland	16	S.16.F.4.AG.1	-0.134687738	-0.957810396	0.839921314	0.550997085	-0.147968005	-0.390419161	-0.249928415	-0.432664796	-1.641864486	-0.427020395	0.020870244	1.387621322	-0.704825328	0.012139744	-0.737825365	-0.209568175	-0.091229225	-0.065752236	-0.289845065	-0.429547217	0.03764714	0.659472502	0.114714542	1.153478112	-0.143870205	-0.052395715	-0.131568093	1.025063011	0.086200831	-0.207889658	0.020792237	-0.347931077	-0.847883008	0.675161613	-0.297625383	-0.672875905	0.23599486	-0.287824373	-0.340546054	1.16664441	-0.286097849	0.000360766	-0.183452032	0.104965682	0.094003873	0.003623856	0.115699635	-5.682467136	1.592377595	-1.032475921	-0.07112725	0.590959895	0.400876411	0.699416282	0.035281419	-0.877812623	0.311571883	-1.07054784	0.082759906	-1.629483378	-0.620281176	-0.004781488	-0.074343323	0.09981633	-0.17148882	0.123968114	0.158388944	1.051881238	-0.05816742	-0.110931231	-0.23539348	-0.965370011	-0.251355708	-0.233130585	-0.232543961	-0.446428829	-2.548879251	0.366305203	0.792586461	-0.651705247	-0.288386478	-0.535728665	-0.034337871	NA	0.088670185	-0.446394152	-1.19712001	0.016117537	-0.107717689	-0.546217277	0.621155238	-0.388747881
WKY	Adrenal Gland	16	W.16.F.1.AG.1	0.139338938	-1.38926942	-0.16681648	-0.289440259	0.01705895	0.280346025	0.454745366	0.217566083	2.00983375	0.124935688	-0.223499586	0.291402938	0.728141818	-0.947965791	0.145742729	1.04579425	0.159052124	0.14305359	0.293405315	-0.077827521	0.757348565	-0.536202202	-1.415740993	-1.430789273	-1.05398681	-0.19713941	-0.006697547	-1.580505055	0.552229716	0.340091033	-1.626252157	0.08434102	-0.123007272	-0.195057238	-1.073290338	0.554609161	0.115252815	-0.540054887	0.103659864	0.302614145	0.177008143	0.01791864	-0.051950227	-0.265717197	-0.13992904	0.482029667	0.617870451	-5.96371453	-0.42338115	-1.810333235	0.203951125	-0.54069345	-0.024260549	0.308969248	0.060625144	-1.048115318	-0.520463342	-0.899203064	0.152371351	0.008196347	0.58934981	-0.977397812	-0.462334394	-0.578296895	-2.611028875	0.811658952	-0.265099693	-1.740781936	-0.257360665	0.209010554	0.18637856	0.540027235	0.670876719	0.414175827	0.190260925	0.008404899	-3.290729195	-2.700548152	0.062505827	0.298351591	0.344529768	-0.48792887	-0.434905175	-0.7102932	0.46387488	-0.080448918	-0.434243644	0.208771301	0.147892274	0.437019714	-0.300539797	0.502734925
WKY	Adrenal Gland	16	W.16.F.2.Ag.1	0.027835006	0.176222875	-0.739391565	-0.506259254	0.105269641	0.116793957	0.219865309	0.534508385	1.871360005	0.326606255	-0.105764326	-0.017391178	0.89188273	0.628052294	0.121196938	0.281328175	0.267892668	0.07476453	0.304868662	0.700304534	0.934691646	-1.563574248	-0.282827548	0.338923242	0.027126385	0.409881925	0.088088577	-0.57900477	0.260438771	0.345162053	1.209708678	0.135828743	-1.308972218	-1.346475064	0.350796398	1.359564784	0.17197649	-0.571688673	0.00055128	-0.93445837	0.045400683	-0.000360766	0.049218282	-0.033531033	-0.197038195	0.581537389	-0.288956375	0.288023435	-0.457793275	0.91584464	-0.40397824	NA	-0.579532712	0.512896513	-0.029820921	0.517623697	-0.355586117	0.412776941	0.543009526	-0.591793708	0.47568864	-0.861445737	-0.166028679	-0.46607373	0.17148882	-2.67450554	-0.600169358	-3.047353401	-0.03785584	0.198577118	0.270278381	1.32444877	0.186783967	0.088011823	0.083604524	0.146704273	1.32545837	-0.071834497	-0.990475575	0.333992283	0.70585516	0.072666775	0.32738258	-0.348911165	0.910690515	0.002730371	0.812229231	-0.611316383	0.233462046	0.335173034	-0.435663583	0.59139755
