Strain	Organ	Age	Smp-Gene ID	Casp3	Casp8	Egr1	Bcl2	Smad1	Cnbp	Ctsd	Ptgr1	Ephx2	F2r	Itpr1	Slc1a4	Ccl5	Cd86	Fkbp1a	Hspd1	Rela	Myd88	Hmgb1	Sirt1	Bcl6	Ebf1	Il1b	Il10	Ilrn	Ccr5	Tlr4	Uts2	Ccr1	Bmpr2	Tnf	Ctsl	Il6	Cd36	Hsd17b13	Lipg	Psap	Hgd	Ldha	Nts	Rhoa	Rictor	Ak2	Ephb1	Foxo1	Eif4e	Fmo2	Arg2	Nox4	Ltb4r	Esr1	Esr2	Acta2	Rgs1	Arg1	Smad3	Adra1d	Fosl1	Scx	Zbtb16	Tlr3	Apln	Agtrap	Ace	Adrb1	Agt	Agtr1a	Ren	Tgfb1	Renbp	Npr1	Hcrtr1	Gapdh	Actb	Rpl13a	Gja	Cyp19a1	Adra1a	Th	Spp1	Jun	Plgf	Timp3	Cdkn1a	Hif1a	Itga5	E2f1	Ogn	Stat3	Mif	S100a4	Thbs1
SHR	Liver	12	S.12.F.4.Li.1	-0.006658785	-0.459748065	-0.87064199	-0.751124237	-0.227747799	-0.049662566	-0.134898236	-0.528689465	-0.56534499	0.22433283	0	-0.216729865	-0.691453671	0.354238165	-0.124084024	-0.012043218	-0.07017673	-0.241479208	-0.112201485	-0.102504655	-0.877378025	NA	-0.35006323	0.14181398	-1.472025864	0.02590352	-0.162709235	-2.522389565	-0.62607874	-0.195359046	-0.785499425	-0.238954714	NA	-0.27784877	-0.187807338	-1.235617275	-0.172322165	-0.127237251	0.13975056	-0.114466055	-0.152938892	-0.054402879	-0.186331104	-0.132711861	-0.055304265	0.046076235	0.941782185	-2.22482852	0.549965725	-1.895230825	-0.082344015	NA	-0.50446751	-0.12137461	0.026447574	-0.019064996	-3.67129663	-0.87760301	-1.12851485	-0.11590318	-0.160996753	0.415736359	0	-1.873168255	-0.42671392	-0.270811187	-0.033061879	0.321216285	0.07267357	-0.369010625	0.019497213	-1.69214666	-0.129801627	0	-0.265115497	-0.373774974	-2.514114052	-2.084997375	NA	-1.23204538	0	-1.17082658	-0.74724189	NA	-0.315354155	0.19992652	-1.607944765	-0.12311602	-0.279042377	-0.933499186	0.034135587	0.130198015
SHR	Liver	16	S.16.F.1.Li.1	0.08132394	0	-0.780818415	-0.675913303	-0.081257778	-0.192778455	0.117177345	-0.322276418	-0.183805045	-0.220195425	0.128821645	0.31620971	-0.537038117	0.36573756	-0.073770156	0.07145477	-0.403039917	-0.159021986	-0.01798082	-0.19285658	0	-0.774622015	1.727713745	1.137400545	-0.136617909	-0.235212225	-0.39787039	0.23522337	-0.837650455	-0.156530384	0.4646135	-0.039459962	0.4994083	-0.18786702	-0.050222543	0	-1.36535798	-0.220506837	-0.0307097	2.39091735	0.048006631	-0.111908334	-0.359831038	0.156297421	-0.43385184	-0.103887551	-0.03488838	0.360583305	0	-0.28463481	-0.17399239	NA	0.389423995	0.288437555	0.356267013	-0.05062563	-0.449725815	-0.298096295	-0.528225715	-0.206943275	-0.156910247	-0.978165236	0.035268178	-0.11688634	-0.217094045	-0.035205235	0.019833387	0.78095465	0.023264195	0.02802861	-0.167286343	-0.549051895	0.292397546	0.187701825	0.107863038	-0.245581095	-0.122042816	0.20554807	NA	0.073865985	-0.771650242	-0.202058505	-2.808681145	NA	0.14540031	-0.054614434	-0.27170779	-0.117238014	-0.336647098	-0.337769983	0.358006112	0.19522166
SHR	Liver	16	S.16.F.2.Li.1	-0.167235505	0.137365145	0	-0.706211728	-0.027939682	-0.247430231	0.062424907	-0.294827376	-0.54728949	-0.18417872	0.06797573	0.234942855	-0.356457782	-0.215281365	-0.258096703	0.152039838	0.016860845	-0.158944297	-0.33407126	0.281031535	0.252991335	0	-0.21372375	0.36593015	-0.390061964	0	-0.335742165	0.790145145	-0.16615607	-0.260906921	-0.005207895	-0.112404576	NA	-0.066225156	-0.235426536	0.787025525	0.241836265	0.274978825	0.105784183	-0.250642555	0.101486057	-0.175902429	-0.247078838	0.125309172	-0.151985865	0.079345387	-0.791738525	0.24896665	0.480935645	0.650228995	-0.648018955	NA	-0.98762095	-0.02106504	0.362123024	-0.049806983	0.82110869	0.70306438	0.32555052	-0.25216654	-0.211433624	-0.697361611	0.071531893	0.134866405	0.2292357	0.061342156	0.086114373	0.854517085	-0.24396996	0.066897235	-0.095732018	1.35536581	0.349937871	0.236030092	-0.0725647	0	1.024229659	0.948463245	NA	-0.55550792	0.003219413	0.79284196	NA	NA	0.490752215	0.083751269	-0.027773805	-0.459344749	-0.189772073	-0.185770768	-1.149651813	-0.089393195
SHR	Liver	16	S.16.F.4.Li.1	-0.02594676	-0.834041734	-1.436113149	0.523118464	-0.040595107	0.016533714	-0.163513534	-0.644894846	-0.304973259	0.085527147	0.040025792	-0.160326124	-0.64891276	-0.123835324	-0.578117329	-0.529220803	-0.533855919	-0.261743776	-0.356187074	-0.117705674	-0.228033514	-0.072985228	1.505226275	0.721308451	-0.471006549	0.085642431	-0.387956264	-2.164213524	-0.344457119	-0.005464877	-0.108608894	-0.496481193	NA	-0.676340369	-0.332381667	-0.379879234	0.580294087	-0.284270741	-0.519943276	1.287342757	-0.245599314	0.140520849	-0.295014532	0.218937113	-0.282760315	-0.372928627	0.538278326	-2.349368259	1.753898657	-1.656356654	0.962524626	NA	0.887493579	0.618021391	0.159924548	0.010071265	-1.926892099	-1.092293239	-0.625144209	-1.395785769	-0.36355201	0	-0.052097373	-0.437177534	-0.080139149	-0.650822929	-0.031630534	0.872459626	-0.107297766	0.056790143	-0.152684359	-1.638359379	-0.768309744	-0.399999117	-0.631950317	-0.248969484	-1.67917806	-1.089983374	-1.734721661	-0.090431659	-0.503222238	-1.235022829	-1.820840949	NA	-0.005073204	-0.007736686	-1.104452204	-0.244088957	-0.175109569	-0.482474489	0.099908148	0.482898606
WKY	Liver	16	W.16.F.1.Li.1	0.59302948	0.15690391	0.322295258	1.402412808	0.331687281	0.588569869	0.587720637	0.321275333	3.322311075	0.226595565	0.453742631	-0.07953526	0.231581316	0.33092099	0.179386681	0.317649078	0.407340322	0.311271685	0.273273926	0.71271678	-0.20876246	-0.829334055	0.371649415	-0.193252985	0.76138719	0.260349824	0.43222461	0.42340738	1.046646605	0.445862878	0.31817711	0.311952778	NA	1.684029137	0.564020739	0.58631036	0.93002204	0.019560784	0.017513526	0	0.221560126	0.608568843	0.072372186	0.620398599	0.564582816	0.129209405	0.20326349	0.147772065	0.23472827	-0.06892132	1.41619721	NA	-0.092084175	-1.141313835	0.322003561	0.151996561	0.477683055	0.265229875	0.985372245	-0.041568305	0.663982248	0.936975824	-0.071988032	0.6640165	0.571946805	0.467976801	0.309528067	0.47606562	0.044517405	-0.00935356	0.191508162	0.610796455	0.210793495	0.024686282	0.279787186	0.348887012	0.343464374	0	NA	0.039415885	0.302339599	0.839284695	0.168569055	0.80082137	0.93439184	-0.046328511	0	0.403052542	0.2773967	0.89480616	-0.114527208	0.05080781
WKY	Liver	16	W.16.F.2.Li.1	0.070495575	-0.170893755	-0.665712198	0.806285293	0.134128444	0.323000722	-0.038026572	0.271452262	3.31568678	0.03313997	-0.483468868	-0.340350495	0.082905391	-0.565305325	-0.085242658	0.17275344	0	0.212652018	0.212053042	-0.237582925	-0.100897055	NA	-0.11666212	0.17005413	0.096586383	0.15041246	0.543200925	0.513407635	0.47992416	-0.211878606	0.047518765	0.163970054	0.597254705	0.893483902	0.088593112	-1.464326465	0.652376565	0.134429644	0.107209607	NA	-0.039265323	0.068025151	0.054949998	-0.574239614	0.211479065	0.23173012	0.205023725	0.25900724	0.022060375	-0.265061385	1.914240235	NA	-0.52044609	0.24494267	-0.06941457	-0.287415398	-0.10446252	-0.16353371	0.34903617	-0.67020672	0	-0.207709441	-0.271796047	-0.111347885	0.17217032	0.297782409	0.350976305	0.335138595	-0.18965386	-0.120329875	0.208254463	0.12613866	-0.056188035	-0.094208808	0.588124657	-0.094748679	-0.528600092	-0.059203965	-0.194722943	-0.15160374	-0.501372745	-0.95389348	1.80569634	NA	0.401750225	-0.379533607	-0.354597595	-0.300951653	-0.231900069	0.070522987	-0.568793083	-0.610608745
WKY	Liver	16	W.16.F.3.Li.1	0.19275614	0.83062147	-0.419639233	0.234043637	0.37996708	0.559004255	0.348227748	0.113945565	3.405242305	0.269639735	0.079047447	0.20173647	0.045834704	0.65244439	0.243323393	0.358135304	0.283762323	0.189707716	0.422749311	0.34305888	-0.05863248	-0.997545345	0.475099075	0.519323105	0.229772227	0.410874074	0.72865084	1.04836418	0.673454065	0.173327286	0.5599449	0.203531697	0	1.223311975	0.318050372	-0.06720297	0.37560385	0.241693354	0.221503214	NA	0.245644116	-0.000258894	0	-0.018685326	0.422823377	0.031027745	-0.27045191	0.624450065	-0.14296975	0.87711913	1.95747025	-2.571357978	0.017427615	-0.695686015	0.15093912	0	1.190954825	0.607219985	1.390740615	0.004375245	0.529022012	0.936723714	-0.004731582	0.88907554	0.548355415	0.347050789	0.611608639	-0.11132793	0.311314075	0	0.363277187	0.154654795	0.44325323	0.400614169	0.316710477	0.170090415	1.029674124	1.29598083	NA	0.317687705	0.080945849	1.375638105	-0.168569055	0.80918347	-0.24383097	0.380295693	0.25331921	0.601956937	0.404382132	0.618661876	0.520945672	0.56608998
SHR	Liver	24	S.24.F.1.Li.1	-0.100143115	0.270845985	0.739664787	-0.342122888	-0.138678853	-0.323773729	-0.30403123	-0.284631512	-0.60492872	-0.30526024	-0.171250638	0.269747875	-0.398304463	0.010400655	0.112438066	-0.161202381	-0.11148394	-0.041569693	0.027411449	-0.157657675	1.462063115	0.14383263	-0.07814843	-0.95067024	-0.069372	-0.171983998	-0.090762715	1.637142385	0.08024556	0.042304896	0.533307245	-0.16007984	0.362940925	-0.230081913	-0.922938434	0.459256555	0.057406885	-0.285493344	-0.129086504	-0.153053755	-0.081832454	-0.055387307	-0.08017819	-0.147026902	0.04582317	-0.361919283	0.423175605	1.03651806	1.101953505	1.468121755	0.043049805	NA	0.44254272	1.16133379	-0.093164276	-0.158393319	1.10090975	1.04401251	1.34886111	-0.2941321	-0.313881147	-1.935707382	0.084496048	1.213232705	0.64298944	-0.268451504	0.299379356	-0.004523825	0.1661579	0.247194945	-0.013852046	-0.12613866	-0.181316046	-0.010028711	-0.197776228	-0.154441537	1.363039609	1.416840305	NA	0	0.331662019	1.58306477	-1.97222499	NA	0.033331785	0	0.683483715	-0.347890503	0.07744297	-0.308858067	0.024481117	-0.228028565
SHR	Liver	24	S.24.F.2.Li.1	0	0.2404099	0.396790322	-0.133510132	0.226539843	0.147744564	0.117142245	0.100271353	0.014506255	-0.184129385	0.28159584	0.84450703	0.18374358	-0.47144633	0.106764763	0.099869386	0.322692881	0.18841066	-0.212785194	0.08517971	0.55023526	2.215619525	0.901814715	0.487542955	-0.210414295	-0.611138355	-0.29952753	0.36853907	-0.985526625	0.204795838	1.32832754	0.128119492	NA	-0.146661919	-0.172983112	1.44284872	0.57282125	0.663989833	0	NA	0.061087056	0.217814256	0.263397766	0.416805035	-0.1151922	0.561037816	0.04947163	0.713992625	0.71445071	0.2722898	0.3262693	NA	0.439191465	0.056421265	-0.176551574	0.231195577	0.587643325	1.005611985	0.231458835	0.030686015	-0.105986284	-1.692089627	0.212390168	0.11847374	0.360207385	0.009387442	-0.196874023	0	-0.411776855	0.27531814	-0.278149073	0.507693215	0.325689938	0.454409392	0.298940467	0.214530807	0.745254894	0.78757442	NA	0.146864705	-0.340618499	1.079444035	NA	-0.42324618	0.51985883	0.29471762	0.40293422	-0.418152828	0.717310514	0.338581767	0.397973242	0
SHR	Liver	24	S.24.F.4.Li.1	0.126977385	-0.344468825	-1.93782845	-0.031425998	0.023715299	0.158517551	0	0	-0.17500894	0.08515481	0.055593991	0.261887575	0	0.003961475	0.204355225	0.017926417	0.449821847	0.316822643	-0.005665832	0.443964825	0.807459925	NA	-0.0938576	-0.65959047	-0.328102819	-0.31854703	-0.155465135	-1.809217995	-0.60090918	0.24211251	0.067004355	-0.140929962	NA	0	0.270510166	0.128165185	0.300911385	0.059103123	0.119568156	-0.785054055	0.415520877	-0.115315019	0.312604238	0.093294234	0.097935165	0.162856975	1.302425925	-3.10474036	0.673350555	-0.797810445	0.706917025	NA	0.09273014	1.11466905	0.343001184	0.023138935	-1.12502361	-0.164022	0	-0.63142232	-0.198178371	-0.021029871	0.467435976	-1.281414525	0.07478414	-0.040990816	-0.127284022	-0.296141205	0	0.862971237	0	-1.18099063	0.119753239	0.128389309	0.27553336	-0.029127475	-1.543656392	-2.686339495	NA	0.39325551	0.029905322	-0.03979271	-4.72098446	NA	0.276335605	0.196043641	0.116909225	0.453555711	0	0	0.424605927	0.203844135
WKY	Liver	24	W.24.F.1.Li.1	0.820914025	0.228823925	-1.41996936	0.809978402	0.380918072	0.713856125	0.419859778	0.406893589	3.6030664	0.18151644	0.427231497	0.161524775	0.488591298	-0.132315715	0.353225437	0.483374363	0.326627163	0.417519254	0.505122119	1.020231325	-0.187131995	NA	0.53992173	-1.04609011	1.186945949	0.03899824	0.318556385	0.760293235	0.70832185	0.147414862	0.051473875	0.49432202	-0.974848335	1.846986755	0.624721397	0.238431155	-0.054296115	0.274491756	0.360365973	0.403151615	0.365987165	0.307386614	0.293526253	0.619166104	0.574866649	0.995969659	-0.305747695	0.07601109	-0.145071075	0.215467945	1.647611405	NA	-0.23201951	1.23408449	0.579235603	0.248692549	0.55239036	0.2197757	1.03375922	0	0.867921723	0.671932239	0.105525506	-0.124234095	-0.00576292	0.543435125	-0.17204348	0.367762105	0.15441045	0.778230955	0.691051807	1.43918776	0.330798998	0.234333985	0.533703972	0.211429128	0.366613039	0.225479895	NA	0.93555307	0.176549548	0.33059615	0.75636968	1.252586925	0.960177835	0.134446849	0.116256655	0.178522681	0.68196177	0.651702819	0.471405367	-0.424260935
WKY	Liver	24	W.24.F.2.Li.1	0.06010648	1.42161559	0.244019925	0.657598338	0.136101489	-0.045392545	0.034248426	0.222029442	3.636149115	-0.019437345	0.02715871	-0.61864866	0.247946046	-0.91829071	0	0.126046186	0.235009498	0.241027736	0.40578738	0.66287707	-0.09457982	NA	0.052307145	-1.656558875	0.783062701	-0.711308415	0	2.38768749	0.349836575	0.134553809	0.46073439	0.093321669	NA	1.531872261	0.29505877	1.3750208	0.37829112	-0.04432871	-0.017838834	-0.9739245	0	0.151906836	0.078927633	0.293683326	0.29365971	0.201130657	-1.94030245	2.111081855	0.42127023	1.9406409	1.54447538	NA	-1.248811115	-1.307426955	-0.176352496	0.126948041	1.990330265	1.603441595	1.414901165	0.087771515	0.492523641	0.781646534	-0.119137842	0.94884172	0.415932525	0.587728392	0.11293628	-0.02996237	-0.894414445	-0.04351798	-0.430329903	2.093738255	0.143838866	-0.193115724	0.341451561	-0.212101485	2.394628774	2.01327716	NA	2.022595045	0.377617997	1.333463725	1.301310385	0.56468293	0	-0.543941813	0.84255812	0.513269873	-0.015571701	0.404795617	-0.266554268	-0.47222018
WKY	Liver	24	W.24.F.3.Li.1	-0.11652456	-0.55596937	0.267479866	1.162415868	-0.284665789	-0.006061023	-0.015191145	0.125566744	3.204792165	-0.487030435	-0.346271899	-1.20798886	0.010678924	-0.84839606	-0.073978498	-0.156365552	-0.475606531	-0.154971279	-0.014985837	-0.06533806	1.35847735	0.031627955	-0.337696675	-1.306176995	0.954872049	-0.727543065	-0.00987584	-1.81497953	-0.457645785	-0.284920217	-0.46418495	0.299466235	NA	0.80467565	0.196224073	1.59464043	0.29090133	-0.10349233	-0.5200972	NA	-0.048082551	-0.416939724	-0.225311184	-0.374658049	-0.03169132	-0.60545532	0.50179978	-1.699598695	-1.06461982	-0.70219732	0	NA	-0.937233135	0.583154875	0.189337413	-0.418265677	-0.911080095	-0.204476485	-1.594791625	1.001762615	0.000122598	0.422671894	-0.392711232	0.57806726	-0.299316065	0.086424556	0.014047783	-0.14596519	-0.330196275	0.07248051	0.176829867	-0.642680135	0.112367442	-0.316459804	0.361510785	-0.182615945	-1.550842307	-1.13637333	NA	0.267810665	-0.083341501	0.101522045	1.169968645	NA	-0.73518521	-1.103120981	-1.53647743	0.022630086	-0.395462805	0.045780304	0.332016932	-0.47843885
SHR	Lung	8	S.8.F.1.Lu.1	0.437014045	0.126140674	-0.201497845	-1.094855866	-0.043758164	-0.005156577	-0.226412636	0.225126337	-3.984081899	0.129421628	-0.003143008	0.183449831	0.125309262	0.481640529	-0.1634591	-0.13760053	-0.256032159	0.031845959	0.107865623	-0.006768503	-0.167223673	0.132490633	0.062065796	1.050820203	-0.047242135	0.189050377	0.575740728	0.105550963	-0.340935187	-0.230545057	-0.216265306	0.182741395	-0.407127494	-1.94178476	0.419651376	-0.036167969	-0.339688984	-0.415599406	0.054778182	-1.599453684	-0.059360547	-0.074979858	-0.197257633	0.103437177	0.073763146	0.258378177	-0.001407923	0.035239412	0.234882173	0.198960055	0.820109834	1.074681474	0.67634469	-0.946360148	-0.260170719	0.301966129	-0.059453298	-0.064368402	-0.133343445	-2.002327788	0.008821891	-0.04290761	0.108897841	-0.353156515	0.003372762	-1.378974367	0.573662327	NA	0.158742011	-0.062966069	0.103498575	-0.200244176	-0.041980561	0.01833067	-0.096150879	0.575144188	0.211176227	0.23930636	NA	-0.470017651	-0.31231041	-0.118147346	-0.288392217	-0.10743781	-0.092770024	0.566407435	0.027912652	0.417507811	-0.135364978	-0.035765511	0.215054569	0.640558952
SHR	Lung	8	S.8.F.2.Lu.1	-0.191551334	-0.09689421	-1.095173282	0.265786929	-0.225670339	-0.262001647	-0.411509688	-0.266995768	-3.729912124	-0.106527144	-0.04607511	-0.042033931	-0.443926814	-0.170223686	0.056470206	-0.328393436	-0.252174809	-0.22594041	-0.209644058	-0.130876198	-0.092170194	0.427173958	-0.562084844	0.108365628	-0.625003958	-0.126915934	-0.118685503	-0.190105292	-0.519360905	-0.005929398	-0.431032091	0.226440381	-0.530483819	-2.341440248	-0.276716716	-0.205656509	-0.14742285	-1.150498491	-0.295720339	-4.546106349	-0.155605715	-0.088369362	-0.016891978	-0.241512517	0.586851933	0.063928297	0.057068054	-0.166335553	0.113409662	-0.1470001	0.480514989	0.943241239	0.512314021	-1.859933953	-0.899063237	-0.157249426	-0.123966714	0.021284964	0.11523491	0.414509799	-0.127547229	-0.139156704	0.071484017	-0.125439875	0.147799119	-1.535913572	0.364152518	NA	-0.024269484	-0.097610104	0.196389307	0.228572679	-0.385976618	-0.268486836	-0.277718188	0.18513679	-0.083799188	-0.141768367	NA	-1.218068806	-0.394322183	-0.020938221	0.422027788	-0.782284264	-0.052454599	0.439022378	-0.075384713	0.138669283	-0.146301935	-0.181426124	-0.115518209	0.066991274
SHR	Lung	8	S.8.F.4.Lu.1	-1.548703784	1.860201748	-2.084568896	-1.954885441	0.060870445	-1.933382566	-2.162891092	-1.272423698	-4.943293614	-1.297424991	-1.650225901	-1.685850394	-2.093298908	-1.640201856	-1.627908621	0.346648279	-1.816906141	-0.195378207	-0.350627902	-1.533461068	-1.968122005	-1.162152582	1.16315234	-2.241866922	-0.303257176	1.534360772	-0.119525624	2.920357384	0.558870372	-1.468354727	1.907321539	-0.84837715	-1.280369089	-4.389199059	2.523761412	-1.552769701	-0.721711829	-1.576090761	-0.428486564	-1.111830609	-1.446230406	-1.876812184	0.527275457	NA	-0.438847387	-0.586612422	-1.65481989	2.924445786	-1.995298459	3.062330476	-1.237275311	-0.677088261	-1.032836683	-3.011774473	-2.651690627	2.04786721	2.71677923	1.945238363	2.82677483	-3.493346613	1.019018672	-1.78572583	-2.045584382	-1.418065202	0.467253261	-3.141032032	-1.381359952	NA	-1.589227395	-0.224448396	-2.015745907	3.660198725	0.136054722	-1.022389785	-0.27967625	-0.074423858	2.814285031	1.362151217	-0.495909975	-3.434923426	-0.685822467	1.864388421	-2.141065192	-2.386205815	-0.487156439	-1.219564829	1.894031306	-0.881408164	-2.0225238	0.420533378	-1.818176526	-1.319225111
WKY	Lung	8	W.8.2.Lu.1	0.230390058	0.383068372	-0.649571254	0.349992708	0.180793035	-0.024201296	0.274222891	0.025412011	0.538829335	0.19667534	0.243704993	-0.082621317	-0.485436633	-0.306930427	0.007687235	0.033036842	-0.193437492	0.10124051	0.338795108	-0.465972329	0.36230087	0.272652587	-0.104111387	-0.243073693	-0.209313416	0.138597193	0.030578041	0.841090936	0.394773788	-0.188842467	0.210289548	-0.000841733	-1.00399643	2.860118693	0.803477224	0.301223659	0.47087402	0.398444708	0.05308544	1.78599521	0.130381537	0.123378707	0.077649635	0.142058915	0.204625972	0.348590027	0.27555989	0.868078916	0.086321182	1.067914346	-1.135022842	-1.052252502	0.036341396	0.223687897	-0.08584527	0.847581313	0.657521519	0.440875415	0.917748069	2.762614179	0.344281734	-0.74832955	-0.180503016	-0.011147486	0.060844979	0.734689809	0.225578856	1.526457102	-0.431198704	0.139767424	-0.258933249	1.043056338	0.198289941	0.110485934	0.107274962	-0.446718869	1.039942615	0.369237999	0.674347854	1.322678287	0.093986642	0.627423641	-0.320462583	1.203046325	-0.35579443	-0.118625963	0.441278396	0.492802938	0.076682958	0.170771932	-0.093500973	-0.148332899
WKY	Lung	8	W.8.3.Lu.1	0.01956871	0.495142606	0.327095272	-0.249102927	-0.203988751	0.011573158	-0.652191999	0.195618586	0.14635152	-0.327213182	-0.465359519	-0.42839092	0.144095082	-1.462289612	0.065389644	0.188697831	-0.263061411	-0.526797692	0.047921349	-0.217010424	-0.433610323	-0.780950648	0.377143743	-2.153513208	-0.376588075	0.400088669	0.221934975	0.974176017	0.012192103	-0.21309443	0.214672533	0.164890783	-0.309730975	1.674180662	0.853014608	-0.419034167	0.392860915	0.334916763	-0.139217207	1.869906715	0.241555637	-0.225077333	0.631404542	-0.098771706	-0.155951254	-0.405086796	-0.162985923	1.165929481	-0.437231346	1.252762428	-1.273815247	-1.030604697	-0.702400043	-0.102397419	-1.370623053	0.547704838	0.796935974	0.326498823	0.890969414	-0.017347536	0.426551767	0.040176936	-0.490656887	0.270263311	-0.003372762	0.714017984	0.37089804	NA	0.005961163	-0.051377806	0.29398022	1.232052653	0.095221114	0.296279388	0.434196144	-0.823944557	1.449001956	0.525121474	-0.230847421	-1.719349612	-0.008568547	0.436230663	0.081529252	0.66324835	-0.557995725	0.074507663	0.444510461	0.213473558	-0.08059796	0.110349444	-0.309439182	-0.17392383
WKY	Lung	8	W.8.F.1.Lu.1	0.469179968	0.206640059	-0.621141987	-0.456174799	0.268851507	0.191676244	0.487170285	-0.063672177	0.410797027	0.138787006	-0.319682745	0.150988768	0.025521444	0.474782806	0.273032588	0.081804387	0.05184758	0.21081899	-0.082917296	0.006768503	0.05432748	-0.013431591	0.301758415	-1.481458461	0.449685287	0.127337892	0.158169803	0.39273264	1.003685683	0.122737105	0.178554781	0.138570324	-0.172023378	3.054793763	0.261576585	0.804638316	0.031918082	0.5982749	0.323738778	-1.305130518	0.351659391	0.048108374	0.399799239	-0.044710714	-0.091394421	0.595908206	-0.252730045	0.438858928	0.082093136	0.603410551	0.190243301	-0.460495639	0.524267588	-0.016770921	0.100130035	0.524671576	0.531107118	0.147872655	0.441682782	-2.383736222	0.200924814	0.113523338	0.0587971	0.093405032	0.238942534	0.905357334	-0.090345618	1.037390505	0.134502003	0.262751962	0.249902885	-0.05351609	0.549128927	0.651332306	0.416925489	0.439695546	0.762563743	0.235829955	NA	0.832344746	-0.047750173	0.09436654	-1.45280198	0.871619787	-0.265995228	0.125694212	0.504120009	0.07354872	0.283033098	0.081643707	0.409767573	0.534783707
SHR	Lung	10	S.10.F.1.Lu.1	-0.132941105	-0.008580644	1.071995185	-0.393661762	-0.045044506	0.016847967	-0.241759829	-0.48074372	-4.098170076	-0.203528265	0.16245225	-0.100862944	-0.363122765	0.521140803	0.001093623	-0.121041171	-0.007261505	-0.373135148	-0.008601001	0.3816047	0.438808866	-0.011681534	-0.281524518	-0.160912874	-0.071849264	-0.575193952	-0.235624061	-0.354322323	-0.489149849	-0.138400526	-0.248862002	0.000841733	0.464255139	-2.095274586	-0.188486288	-0.20979459	-0.810896691	-0.147253553	-0.175028003	-0.755473481	-0.257967341	-0.092719535	-0.249786604	-0.00171464	-0.214615516	-0.21630204	-0.011310984	-0.052950555	-0.050924233	-0.011146122	0.566943388	1.732285618	0.443245329	0.252470346	-0.268772825	0.234052963	-0.187696735	-0.300789088	0.497486129	0.748336711	-0.09123305	-0.605022017	0.212622178	-0.262981998	-0.030921917	-1.658648423	-0.130610054	-5.266643819	-0.13557473	-0.137271622	-0.246948729	-0.805941843	0.03113996	0.051176023	0.115947831	0.300223089	-0.10580717	-0.193165098	NA	0.838830847	0.182946667	-0.026225933	0.483844947	0.023129804	-0.254524961	0.047291812	-0.164693314	0.143037029	-0.004068847	-0.176971369	-0.003668667	0.413531413
SHR	Lung	10	S.10.F.2.Lu.1	-0.098807181	-0.750162969	-0.013444704	-0.024078079	-0.184129138	-0.138314208	-0.38777899	0.179956124	-3.311696092	0.20114086	-0.001082517	0.271694077	-0.198764459	0.005557226	0.106191792	0.323688781	0.247206409	-0.456908905	-0.121744275	0.282182084	-0.020874735	-0.00385261	-0.697191388	-2.70654052	-0.683587654	-0.756682617	-0.224168142	-1.31428116	-0.710304816	0.237980662	-0.898363499	-0.120277483	0.541133963	-2.622286992	-1.036524754	0.026698577	-0.340948317	-0.008109029	-0.256474338	-1.153820267	0.010995082	0.106539845	-0.078257813	0.08761129	0.291484804	0.013292843	0.50282824	-1.343698702	0.203800839	-0.855303398	0.797487271	0.957907381	0.708057503	-0.479584221	-0.231950405	-0.304359574	-0.678524341	-0.636724684	-0.359170498	2.192894438	-0.052965127	0.247881958	0.159786957	0.011147486	0.003372762	-1.1852897	0.474843093	-0.737567605	0.21927957	-0.034224412	0.007741583	-0.574615619	-0.02509	-0.047058473	0.116848	0.638997967	-1.240886916	-0.247368605	0.720386777	-1.141243644	0.341999806	-0.350244369	0.84066281	-0.358235882	0.158183083	0.619413008	-0.521061501	-0.017353641	0.18390654	-0.041848389	0.29106892	0.711338289
SHR	Lung	10	S.10.F.4.Lu.1	0.14174321	-0.366321607	0.286253618	0.12839962	0.16312439	0.005156577	-0.01035901	-0.483769648	-3.654738354	0.040796949	0.282339095	0.101457638	-0.638190049	-0.060669805	-0.231325753	-0.296378088	0.226111856	-0.004784223	-0.129207766	0.042424692	0.020936575	0.370864428	-0.860493074	-0.029937172	-0.36588505	-0.625305731	-0.32020204	-0.322763851	-0.550472178	-0.093021715	-0.31734953	-0.183150957	0.714206911	-1.668226999	-0.523929956	0.563964105	-0.053394759	-0.512020871	-0.176798537	-0.511486449	-0.117622798	0.175267029	-0.187805078	0.165346001	0.389672052	-0.334516618	0.045351673	-0.414769113	0.737372033	-0.37213761	0.7672794	0.60046219	0.034526134	-0.839730442	-0.003123454	-0.526064945	-0.631532433	-0.023291716	-0.132793799	-0.098990123	-0.063165145	-0.262306199	-0.010853471	0.064793543	-0.029580754	-1.182737221	0.577550117	NA	0.067432289	0.059911381	-0.01170402	-0.101852701	-0.199372933	-0.494668115	-0.120366598	-0.294712648	-0.726464268	-0.270040214	0.305857326	-0.825904325	0.241877441	-0.001008224	-0.042624501	-0.023129804	0.205082901	0.38163868	-0.364623492	-0.000863158	-0.076868018	0.039126409	0.143835647	0.200511189
