Strain	Organ	Age	Ace	Acta2	Actb	Adra1a	Adra1d	Adrb1	Agt	Agtr1a	Agtrap	Ak2	Apln	Arg1	Arg2	Bcl2	Bcl6	Bmpr2	Casp3	Casp8	Ccl5	Ccr1	Ccr5	Cd86	Cdkn1a	Cnbp	Ctsd	Ctsl	Cyp19a1	Ebf1	Egr1	Eif4e	Ephb1	Ephx2	Esr1	Esr2	F2r	Fkbp1a	Fmo2	Fosl1	Foxo1	Gapdh	Gja	Hcrtr1	Hgd	Hif1a	Hmgb1	Hsd17b13	Hspd1	Il1b	Il6	Itga5	Itpr1	Jun	Ldha	Lipg	Ltb4r	Mif	Myd88	Nox4	Npr1	Nts	Ogn	Plgf	Psap	Ptgr1	Rela	Ren	Renbp	Rgs1	Rhoa	Rictor	Rpl13a	S100a4	Scx	Slc1a4	Smad1	Smad3	Spp1	Stat3	Tgfb1	Th	Thbs1	Timp3	Tlr3	Tlr4	Tnf	Uts2	Zbtb16
SHR	NTS	0	7.74629417	1.224415708	15.24791993	4.424473003	4.010939235	1.871629237	13.72962683	6.883198905	8.499291303	7.805167723	7.405951294	8.740383142	7.698238429	4.060018509	5.211391116	7.83644046	8.577681198	3.843743801	2.188986796	1.959847987	7.531182773	3.995865825	4.07736203	12.76741822	13.22677588	11.68008995	1.290629524	7.361759203	5.780755671	11.84827513	8.143979347	7.995398696	4.925007024	3.165151237	9.176486903	11.52082136	3.389359042	2.355995894	4.929597875	15.39640558	11.88465529	7.330092115	2.635082472	10.84823842	10.45690701	3.061797475	11.63724742	3.001272989	0.944011255	4.083838192	7.133082322	7.988863311	13.25680096	0.891450895	1.001106782	9.11715281	6.655592608	3.660342001	6.296041791	7.703052669	7.263459509	6.548408393	14.38217826	6.593298383	8.140258649	3.909729192	7.833933814	4.318242695	9.957751734	6.811491822	10.44247205	5.23249653	5.552943724	8.256684142	8.1941453	6.623718575	9.944443514	8.27118712	2.987205537	10.50327989	2.645378704	9.162802002	6.227312529	5.501487569	2.355085104	5.058343109	5.125513889
SHR	NTS	0	7.749258129	1.331864038	15.10940897	4.231567952	4.446184717	2.028210437	13.74062251	6.830779677	8.276278168	7.693542599	7.807944792	8.683833308	7.460975008	3.952550305	5.35913542	8.105780742	8.529432816	3.623496142	2.347240062	1.90804796	7.458866909	3.985339487	4.151486215	12.79634477	13.04344747	11.57074128	1.35310154	7.508757591	6.108571354	11.62693153	8.882519111	8.048414574	4.590344167	3.302492906	8.85560292	12.1422347	3.485542693	2.516951766	4.970744215	15.4390166	11.84647035	7.11402551	2.698505354	10.68712826	10.20140277	2.996593597	11.46269307	3.186128518	0.957696205	4.323211701	6.895019252	8.823087472	13.09692991	0.905110594	1.021054136	9.584255694	6.559047956	3.52759966	6.781603129	7.735070489	7.146340295	6.490360035	14.29862904	6.534015539	8.076000714	3.89779513	7.837631433	4.248239854	9.985165134	6.962906133	10.73924421	5.283384724	6.126262409	8.333111773	8.743543799	6.531322144	10.05010809	8.247583647	2.975425608	10.38537268	2.363792823	8.918418472	6.466368008	4.997824109	2.427806623	4.970475341	5.274645285
SHR	NTS	0	7.279393223	1.285056486	15.18855199	4.339051789	4.154200969	1.89079746	13.79824788	7.080157395	8.263525188	7.768210696	7.258575339	8.845044036	7.893772661	4.209569342	5.139977829	7.835834626	8.804041439	3.96502324	2.382143797	1.993503504	7.424484301	4.230771574	4.331312533	12.95880933	13.10465292	11.84275492	1.439200238	7.336783588	5.666044909	11.94994673	8.034925999	8.35492831	4.609895206	3.151991863	8.927631658	11.25869459	3.567964093	2.384880699	5.008721537	15.4679909	12.0851454	6.902116744	2.457665933	10.60443634	10.61200367	3.035514451	11.65672688	3.052768111	0.95666348	4.206290871	6.772416436	7.54111658	13.32703649	0.950990835	1.019549915	9.493874141	6.626706303	3.705049634	6.153878328	8.519985107	7.407097596	6.223442039	14.27918093	6.91330184	8.123168196	3.77706331	8.015532225	4.501523538	10.15380613	7.005641398	10.83942911	5.528057729	5.191751079	7.908296304	7.998344647	6.450877622	10.10376172	8.460512741	2.849429782	10.22161265	2.604782641	9.08534017	6.58153454	5.468073683	2.554065613	4.846237145	4.91727033
SHR	NTS	0	7.789324292	1.308938208	14.85908103	4.155319749	4.12362656	2.067034885	13.40130105	6.682602137	8.119331898	7.468072865	7.610336037	8.624543816	7.587822394	3.845171644	5.337253025	8.213416813	8.644383671	3.850613507	2.257940954	2.081627764	7.631722705	4.251012717	3.970922323	12.72560952	12.83678117	11.54141055	1.475707495	7.327869671	6.333711541	11.70946714	8.760842153	7.922791247	4.980815153	3.380235048	9.144092442	12.04751086	3.591373532	2.419836967	5.022582219	15.08597632	11.93832518	6.936399574	2.396824138	10.95776926	10.40940363	3.182016444	11.67570119	3.114135805	0.972061691	4.413814919	6.646136076	8.526067021	12.99603304	0.919408135	0.988353416	8.968407857	6.673655602	3.869599549	6.697888738	8.069991907	7.379563594	6.383551802	14.21321849	6.7352626	7.806949935	3.58979231	7.447674392	4.109248149	10.06343841	7.36551717	10.33567159	5.189249805	5.941988339	8.037905096	8.624102475	6.656914319	9.855882662	8.236916227	2.943727743	10.10054593	2.493956412	8.961525833	6.399529693	5.679566657	2.695786105	4.676173697	5.082583263
SHR	NTS	0	7.640562933	1.235902117	15.04094512	4.372692154	4.390632655	1.976498521	13.70552644	6.634831652	8.314443999	7.864485976	7.992975075	8.50472021	7.223941867	3.994016007	5.377107973	8.375981744	8.481788413	3.772931843	2.2558063	2.027678783	7.375135085	4.29326689	4.097321864	12.66518569	12.93046397	11.53724687	1.3476523	7.437913854	6.264989182	11.54300187	8.978077994	8.045789473	4.562854383	3.44061789	8.953483392	12.10247648	3.782441802	2.422773773	5.052587369	15.22235033	11.98578488	6.709397655	2.492924988	10.84714269	10.2463316	3.143449765	11.51615387	3.042996469	0.999477793	4.585987493	6.942854367	8.597448947	12.80526004	0.901665254	0.970156237	9.30302786	6.458380503	3.656973662	7.203117779	7.576618501	7.363807634	6.444122377	14.32876071	6.630449797	8.163523383	3.760352635	7.93018493	4.19312738	10.07359465	7.232313756	10.44867648	5.515963726	6.147250329	8.215731667	8.656388743	6.52610817	9.998125809	8.156855666	3.169713145	9.947247202	2.399168639	9.051739572	6.387355027	5.352790968	2.585080233	4.796498493	5.255481661
SHR	NTS	2	7.48125786	1.207750215	15.1364757	4.164964269	4.261574733	1.849013131	13.67324033	6.868731108	8.252745605	7.835857465	7.556692557	8.617760407	7.782085412	4.032270592	5.268972097	7.789200905	8.661762039	3.799104757	2.276399557	2.012448988	7.456138302	4.018802447	4.426926669	13.02363325	13.07322919	11.67917196	1.40567277	7.250161109	6.457960528	11.8323006	8.662333836	8.188991034	4.696583813	3.06371854	8.778487241	12.01583943	3.470359408	2.481185201	4.780252908	15.36203566	11.8201935	7.135014044	2.4788131	10.65913823	10.30463551	3.11312094	11.76918912	3.326891604	1.090928233	3.972413342	6.640721147	8.437480856	13.09149866	0.876624247	0.944497063	9.397288912	6.460624455	3.333256457	6.711987637	8.210964679	7.336627144	6.531635831	14.21813588	7.061933043	8.11072365	3.877611696	8.059394613	4.664352796	10.00433895	6.445833549	10.85959565	5.651628235	6.605758017	8.099923475	8.604698205	6.10637017	10.50572577	7.93489385	2.7972641	10.49143837	2.427918812	8.927345395	6.382793674	5.340286641	2.550019469	5.360104629	4.911223659
SHR	NTS	2	7.903630229	1.305246878	14.95974832	4.54219159	4.694310893	2.201080888	13.60898364	6.722074031	8.207794744	7.64705577	7.641532784	8.412889017	7.564478842	3.890375058	5.646178277	8.297855603	8.439760327	3.849244103	2.270895231	2.007169585	7.384712169	3.886407637	4.233143418	12.56821502	12.95974999	11.21505238	1.401777859	7.221285061	6.662181945	11.53224009	8.90729527	7.991120353	4.88082875	3.24165955	9.14828673	11.80523973	3.554859437	2.586092329	5.687290407	15.07444831	11.91326087	6.788208631	2.443199623	10.80778755	10.2724091	3.302467367	11.59009244	3.211254049	1.086754432	4.382555713	6.828858745	8.757457875	12.91120763	0.875200294	0.943039569	9.043099274	6.579597324	3.558610009	7.006785351	7.781900603	7.249334384	6.529140576	14.26213442	6.817394478	8.321226252	3.93388725	7.683849531	4.520853056	9.820409714	7.400450393	10.4952786	5.186115572	6.130154788	8.128154465	8.534825452	6.544336448	9.981704977	8.460224039	3.017493135	10.54738572	2.661020216	9.105727217	6.316814579	5.358170036	2.543714796	5.378881171	5.465918588
SHR	NTS	2	7.807224698	1.317721748	14.98159018	4.328086738	4.540512129	2.209080796	13.56920765	6.62118126	8.301012765	7.641935926	7.360957881	8.444934538	7.462593783	4.260725262	5.412150522	8.109657705	8.414314744	3.879941971	2.161179305	1.926799052	7.202879836	3.886318688	3.982478995	12.65157782	12.94913693	11.20607241	1.437615495	7.61958137	6.276053122	11.55494427	9.103059048	7.895601566	4.862652681	3.262919475	9.081269921	11.85239292	3.426951376	2.39188412	5.295003765	15.11440811	11.9733163	7.080443141	2.447631719	10.81585351	10.14048271	2.988544019	11.65440773	3.285306715	0.981826072	4.108873374	7.02643168	8.555770357	13.02806157	1.043722945	1.027542818	9.145956341	6.543898434	3.714364483	6.904286836	7.642250094	6.921574105	6.546041047	14.30356895	6.748752584	8.139952784	3.549353815	7.684676301	4.110814531	9.752954247	7.458846748	10.47618664	5.353192647	6.235194617	8.260714378	8.576320348	6.583959632	9.657708335	8.508768029	3.350312826	10.39172033	2.618647522	9.088549145	6.250766502	5.231640307	2.637354612	5.50044774	5.202360868
SHR	NTS	2	7.696517684	1.257416156	15.12721136	4.330924947	4.34923452	2.223457799	13.72852763	6.775588119	8.267241325	7.703037418	7.650365834	8.8045466	7.732479802	3.988434569	4.999415916	7.781812287	8.456430721	3.526681641	2.339452825	1.92305037	7.464777205	4.045017053	4.010421066	12.85281334	12.97862539	11.41047215	1.433403254	7.301815237	6.437055352	11.75370109	8.84313018	8.115668305	4.609211055	3.391408475	9.093305013	12.03258176	3.609005523	2.543579425	5.55350543	15.23441733	11.97250847	6.687011975	2.495923024	10.863064	10.31820297	2.955551607	11.60577968	2.990596717	1.008212983	4.097131426	6.971209106	8.436734917	13.22934174	0.927978546	0.934783239	9.311636557	6.610459885	3.817490059	6.716393545	8.002477392	7.324216167	6.259103083	14.28937731	6.742533958	8.183834958	3.972205382	7.876501357	4.225820206	9.850786375	6.79965139	10.55544491	5.325213525	6.321536175	7.989702337	8.53898107	6.219690126	9.769172341	7.945351025	3.03807499	10.49579891	2.610982872	9.089705136	6.497331626	5.326780946	2.454439144	4.985511236	4.909984344
SHR	NTS	2	7.688566015	1.205560567	15.04706459	4.725343065	4.48011736	2.172954515	13.71587268	6.852763512	8.233157136	7.748887833	7.71010929	8.481216572	7.706597651	3.840337288	5.357146676	7.974333642	8.502297269	3.824615957	2.351472712	1.883264719	7.436667451	3.718338074	4.328251862	12.71478229	12.99181545	11.28627806	1.27137366	7.367453657	6.528244766	11.66845448	8.799626123	8.071762034	4.64155788	3.213891425	9.051458838	11.86980174	3.551670662	2.609165213	5.384708075	15.17136271	11.95583169	6.960606749	2.311828426	10.86129798	10.26399468	2.958565972	11.55346338	3.234588977	0.927266852	4.187498409	6.841730478	8.633382444	13.09076979	1.005091867	0.942502772	9.340496689	6.472249905	3.529036903	6.804483205	7.791788287	7.294314317	6.466020804	14.24572664	6.686125608	8.186893639	3.859226584	7.726997044	4.405830883	9.818518809	7.21682445	10.50854342	4.962949633	6.138532986	8.155505041	8.606412799	6.427502299	9.830673038	8.099378853	3.087585257	10.44535168	2.359913207	9.098290451	6.240132507	5.302613311	2.512724459	4.939702491	5.322302351
SHR	NTS	4	7.529246375	1.370985305	15.1507968	4.33206732	4.682222094	1.980061618	13.7693328	6.975230818	8.191563082	7.996858024	8.029781397	8.566094747	7.642970143	4.064369839	5.464236448	7.631422571	8.325331615	3.9582914	2.217916994	1.858700935	7.167616561	3.974019839	4.505497321	12.91420648	13.0605623	11.49359481	1.394383452	6.98311722	6.6734998	11.81013239	8.547723143	7.835548407	4.681867119	3.222296455	9.006677736	12.24747865	3.563838253	2.731606042	5.089574282	15.50888977	11.85368279	7.225857701	2.41152064	10.72622693	10.22553802	3.325272188	11.67898801	3.093017079	0.955774555	3.878501262	6.702143962	8.755566486	13.38873798	0.949718574	0.971724816	9.678408556	6.699297485	3.969928576	6.229364297	8.645717226	7.464432356	6.869842857	14.21866894	7.104458818	8.149324159	3.544927722	7.831879117	4.396236198	10.16465038	6.511135199	11.00601408	5.565628443	6.408671175	8.210305704	8.565052909	6.241135402	10.15943312	8.20528489	2.928620265	10.53505068	2.445373984	9.016659923	6.256871691	5.313095964	2.551029677	6.040512268	5.783219579
SHR	NTS	4	7.99357332	1.227333949	15.04021501	4.180514373	4.677747345	1.875574614	13.7592188	6.793110148	8.344590206	7.635536707	7.816116681	8.528137223	7.500828983	4.07980983	5.202826074	8.216976196	8.492940355	3.566942298	2.271796092	1.927621555	7.545147663	4.205750899	4.042880256	12.61280943	12.92297689	11.23729357	1.489724987	7.490360473	6.537585168	11.56640555	9.065200399	7.979265492	4.695211099	3.304091512	9.129007778	11.90215495	3.766266958	2.40242812	4.996983293	15.11822631	11.97540929	6.743244413	2.543956798	10.89975777	10.1388281	3.036507506	11.54900567	2.969809289	0.946608331	4.25528002	6.917630272	9.050262679	12.87211851	0.936594083	0.962345007	9.088418575	6.603648198	3.872867365	6.891328873	7.889115464	7.158997513	6.22665564	14.31037911	6.72589729	8.080317984	3.787416699	7.807151817	4.079753346	9.731450497	7.480878433	10.32896037	5.108874869	6.034352386	8.291359217	8.811347918	6.686076821	9.868198133	8.326779863	3.064434027	10.42048463	2.658702526	9.179517192	6.467600983	5.353471957	2.442561967	4.514260357	5.303701193
SHR	NTS	4	8.081561547	1.232328397	14.99247664	4.346558946	4.742616132	2.088623085	13.72159245	6.95214383	8.245337117	7.61323076	7.683605546	8.367171632	7.638296704	4.388942239	5.268978279	8.376295611	8.270417433	3.517712938	2.164439651	1.895530497	7.076018275	3.877345366	3.98560916	12.72189984	13.03171504	11.28730916	1.385026951	7.259050982	6.380577162	11.70868671	9.309017309	7.87190889	4.963922819	3.090783175	9.032922593	12.07003203	3.458964727	2.494526696	5.399787192	15.2492209	11.80496145	7.032370902	2.522501694	10.86901339	10.14880767	3.164484909	11.58970495	3.030092463	0.951056038	4.136117863	6.646269201	8.898560462	13.30199493	0.898487819	1.054294383	9.195723258	6.371858863	4.248728217	6.868294449	8.041147955	7.265287725	6.735804445	14.24176632	6.738343255	8.167445024	3.618664788	7.708998251	4.380044965	9.800808678	7.226189975	10.54960726	5.25347586	6.921446036	8.282803898	8.787860255	6.660267613	10.00630238	8.302910052	2.948463994	10.54828812	2.390835836	8.992253785	6.243591649	4.988127164	2.412395976	5.908858811	5.046794997
SHR	NTS	4	7.873363532	1.269480041	14.99521387	4.260011955	4.218107119	1.875590668	13.60209927	7.0122925	8.226605019	7.948164091	7.553522875	8.584804432	7.617696593	3.972349657	5.326699474	7.955709597	8.547319108	3.75354476	2.234242662	2.004663791	7.289266156	4.180196167	3.986219474	12.77584967	13.02977121	11.39336843	1.376227614	7.480592791	6.327562288	11.76533499	8.384198966	8.023462155	4.98809842	3.143996481	9.123889151	11.74837235	3.441036261	2.586388434	4.695315783	15.23666438	11.90985278	7.060487835	2.61379618	10.98067495	10.33639081	3.073030053	11.67365473	3.238980608	0.946618907	4.255369669	7.093405729	8.243084406	13.02652176	0.894056962	1.004910655	9.177782111	6.542172961	3.676494166	6.436372045	7.555761007	7.304487817	6.772011234	14.31637938	6.924205254	7.905017156	3.651292517	7.644116273	4.164562604	9.825349732	7.089142763	10.48739631	5.20637556	5.704520752	8.294575714	8.600800662	6.488448389	10.06124571	8.342251556	2.999389543	10.48735914	2.455661014	9.016877447	6.273292996	5.369745905	2.442590662	5.55769753	5.022277059
SHR	NTS	4	7.979048067	1.234404702	15.11333829	4.137391427	4.76132538	2.015272004	13.45025348	6.687500347	8.184482321	7.641805104	7.779692111	8.527730234	7.69259369	3.825008114	5.288736742	8.293881887	8.533125403	3.853662399	2.168268309	1.85448506	7.748016462	4.174065962	4.11642527	12.78990837	12.97138469	11.45216203	1.388695376	7.423181409	6.164147536	11.8044658	9.282651244	7.740134579	4.730079825	3.058990147	9.080511399	12.12501308	3.667181051	2.33189621	4.972727491	15.15738729	11.83968552	7.074756288	2.360759434	11.18065599	10.48491946	2.980843027	11.54241455	2.900010835	0.952906068	4.380499836	6.817430266	8.569658996	12.91101312	0.900333947	0.96879114	8.899190513	6.350211893	3.973607922	6.658951522	7.74881097	7.453444221	6.148792379	14.28085875	6.816970262	8.09548751	3.861101725	7.82430294	4.346485778	10.03147969	7.308339623	10.21620635	4.965438548	6.191260342	8.241206849	8.71145257	6.455410844	10.26545678	8.159995968	2.917894719	10.10517714	2.309016811	9.046785013	6.472121653	5.391269313	2.501103655	5.334784569	4.955085432
SHR	NTS	4	7.848261118	1.207669125	15.09258656	4.542363938	4.444651041	2.043779642	13.63278917	6.705956653	8.251426169	7.588416191	7.469948161	8.431586578	7.584648383	3.945659929	5.495895417	8.059282526	8.365856283	3.586206159	2.33304937	1.982371884	7.313509254	3.994778049	3.867252913	12.65508674	13.09486445	11.28884195	1.273524536	7.239868168	5.919540349	11.59441765	8.82906134	7.806989589	4.588698745	3.14753957	8.881337248	11.81343864	3.501860606	2.420001448	5.389380034	15.36143727	11.81474732	6.975461072	2.383649183	10.80075469	10.08606718	3.312434392	11.58953555	3.37570133	0.996868998	4.314172024	6.931117194	8.556732278	13.06778203	0.945373579	1.013254381	9.269500712	6.487945964	3.593243777	6.972735316	7.492225405	7.076012161	6.74708645	14.29989071	6.625979565	8.280396393	3.609313991	7.690785801	4.030221846	9.8998868	7.254212585	10.50989418	5.397209875	6.598962454	8.235202861	8.550217479	6.700477077	10.08540452	8.461925099	2.999316904	9.979514219	2.568680317	9.02139102	6.359984591	5.339352201	2.49039652	5.816931767	5.34776781
SHR	NTS	8	8.034782833	1.224624859	15.20030937	4.404606118	4.783458789	1.871912138	13.82800167	6.921106238	8.231212832	7.832005408	7.505042735	8.425303107	7.823076646	4.08640802	5.576531953	8.075949068	8.269322872	3.649686763	2.150225058	1.960343472	7.215512375	4.109014678	3.911370739	12.74752252	13.13684807	11.32333932	1.331810449	7.07521204	6.025048649	11.83520966	8.684182338	7.84710621	4.581653339	3.098782431	9.102874682	12.16363928	3.471018052	2.575871965	4.775079568	15.29880649	11.8382963	7.122146208	2.3849497	10.91227834	10.31300836	3.195467297	11.63531253	4.141986566	0.944197344	4.030687902	6.816242053	8.785345006	13.37444498	0.891636924	0.959875295	9.246266382	6.803688561	3.904039439	6.697418766	7.886204511	7.378976129	6.893782927	14.29176605	6.928214659	8.007918868	3.451269822	7.751031866	4.815306435	9.920239633	6.85993382	10.556759	5.540492769	6.470342668	8.413844364	8.679856679	6.49074544	10.03699732	8.307849311	3.020403341	10.52473367	2.372857594	9.110175505	6.450603017	5.325819638	2.800449066	6.052273097	4.805151403
SHR	NTS	8	8.087468938	1.233236715	15.03663708	4.402858375	5.126442879	1.883543186	13.73156385	6.827976599	8.289434748	7.683254972	7.604376685	8.422273681	7.566156028	4.092810732	5.632487174	8.47958167	8.324614828	3.726784123	2.166114668	1.897057039	7.12616906	4.166311575	3.894063964	12.6084551	13.0631025	11.09954766	1.299652054	7.271262946	6.430863611	11.64895022	8.835222056	7.900838646	4.720622189	2.931056127	8.960145792	12.0162636	3.623979692	2.416449132	4.868298075	15.18941889	11.8243537	7.021124057	2.402565557	10.96980262	10.16048781	3.270073867	11.60892423	3.075912662	0.951865297	4.169898732	6.793879674	8.920834431	13.16340272	0.899295463	1.097487034	9.176521623	6.469232405	4.039584234	6.739618682	7.973838157	6.803232972	6.679260401	14.29612342	6.731964451	7.894611879	3.524424451	7.628370992	4.175663473	9.717377359	7.076446565	10.52619331	5.182520482	6.343627995	8.591629446	8.787509752	6.941472799	9.803517163	8.274487007	3.124431142	10.46224799	2.511330182	9.261510459	6.344390779	5.087535804	2.456804363	5.499514847	5.264876515
SHR	NTS	8	7.944357827	1.239018749	15.01105108	4.368965873	4.902428595	2.293785038	13.68851633	7.274942184	8.175098866	7.699696914	7.640273972	8.436822966	7.594117289	4.212370727	5.425844428	8.263397372	8.301301368	3.939971055	2.176774249	1.860529039	7.496891103	4.14493468	3.923736088	12.71529388	12.99535236	11.2467384	1.352034049	7.23685571	6.588252298	11.71209391	9.250492084	7.954047921	5.101625458	3.191489886	9.027204248	12.0444756	3.482845605	2.771549319	5.454886964	15.22272892	11.82168258	6.878646081	2.458616096	10.86129803	10.23113656	3.156191281	11.52825473	3.054199932	1.003457609	4.120517036	6.489308875	8.92282891	13.20880174	0.996862166	1.06543398	9.304907277	6.743748143	3.895517694	6.987579306	8.052075597	6.940715467	6.434899148	14.20359627	6.593512688	8.29664998	3.357998869	7.781789303	4.152076119	9.846079228	7.19592653	10.56241231	5.316540918	6.466974941	8.336163468	8.907266629	6.420886493	9.707693195	8.097235209	3.152638049	10.60387792	2.490320447	9.198171524	6.285355642	5.489115314	2.513719723	5.746432984	4.945378819
SHR	NTS	8	7.814121396	1.242139635	15.17609606	4.363720028	4.277429904	1.895534934	13.85108242	7.177698213	8.432208934	7.84249205	7.387228398	8.586256958	7.471931754	4.062009018	5.577489314	7.791661615	8.356902123	3.557178286	2.227812007	1.912016041	7.386779254	4.417116617	4.166904873	12.77538055	13.10571468	11.34225675	1.446631347	7.430140513	5.815379098	11.71097732	8.290490802	7.932373772	5.113381909	3.083926538	9.018389959	11.57899724	3.624697028	2.481549483	4.939868396	15.29336674	12.06526099	7.104343026	2.373778774	10.94813178	10.23990373	3.382202534	11.65651637	4.920457218	0.959802843	4.258702904	7.193870798	8.194073238	13.1595918	0.907209797	1.199744559	9.401741527	6.598358836	3.615077088	6.236806526	7.828070429	7.411170747	6.585452651	14.43094568	6.825520193	7.984080804	3.36836425	7.8655672	5.012162727	10.00004431	7.075601186	10.59807352	5.219224822	5.665600117	8.251432468	8.48846974	6.581514424	9.81535746	8.491899609	2.983977026	10.73927829	2.368488275	9.199631209	6.358376702	5.23147946	2.955825979	5.594110016	5.156114354
SHR	NTS	8	7.866168741	1.3026534	15.12729222	3.973178208	4.434370113	2.056077262	13.74173522	6.753406677	8.335720835	7.460286677	7.468145662	8.428025531	7.600065237	4.35228759	5.509859614	8.091913211	8.204640102	3.635718097	2.199479877	2.023709998	7.320167131	4.317473935	3.909193632	12.67965583	13.00727198	11.20995297	1.418666633	7.359576551	6.400716599	11.58366995	9.090953143	7.954072511	5.035274089	3.067963329	9.051602487	12.0448412	3.526352353	2.795155864	5.479427709	15.2826443	11.90594076	7.26427751	2.487948701	10.80719058	10.19776787	3.28655996	11.48273211	3.403314546	1.019214155	4.197389227	7.061119218	8.864370784	13.16391389	0.967230228	1.036073973	9.353994532	6.521051601	3.734972949	7.001130057	7.741373214	7.255127773	6.592267145	14.26692868	6.807752057	8.164252401	3.609086748	7.64542683	4.528274472	9.829288736	6.79122339	10.47694284	5.493789519	6.535568421	8.290466963	8.633155695	6.715576052	9.688990832	8.351553256	3.017329584	10.62251968	2.386765592	9.139329737	6.538043579	5.597138195	2.760227797	5.637926383	5.170254622
SHR	NTS	8	8.224467683	1.260899707	15.24341355	4.191387624	5.036872845	2.121745505	13.7081225	6.859788001	8.134615839	7.639657159	7.797986061	8.447122228	7.667190161	4.037701556	5.549645036	8.153507188	8.262482296	3.940841726	2.322276702	1.952066105	7.464883129	3.823468579	4.003320737	12.71921665	13.08785032	11.24402116	1.365258025	7.391436218	6.438897334	11.75949897	9.134522804	7.978467203	5.179891127	3.299700413	9.239289615	12.05662685	3.457270235	2.387665063	5.280116543	15.28120069	11.9073065	7.31840642	2.415950505	11.00131507	10.36130208	3.495986591	11.54971204	2.907425962	0.98064931	3.863676974	6.938919469	8.764537866	13.16836477	0.888529454	0.956690664	9.114327377	6.52337116	3.85509894	6.837720199	7.88131261	6.932075255	6.604796962	14.3049989	6.768950417	8.236997772	3.587298964	7.639549612	4.314806306	9.830386161	6.945266895	10.37708203	5.283542317	6.4862895	8.26235351	8.971570835	6.649181129	9.714085557	8.41378984	2.941182215	10.35978581	2.505350388	9.190690681	6.156077158	5.082313363	2.464741347	5.369795039	5.576399611
SHR	NTS	16	7.749472012	1.226195334	15.30421322	4.226239749	4.563800788	1.956386865	13.77812265	6.976555407	8.324595963	7.721523636	8.014984025	8.443268046	7.46344646	4.146063538	5.540960163	8.011083248	8.347205313	3.906189696	2.37353426	1.885219523	7.519222251	3.945508567	4.089321714	12.77666303	13.15651	11.44354796	1.334015509	7.397517005	6.136919228	11.62390627	8.79591827	8.173967822	4.791325122	3.355947563	9.223553643	11.85179229	3.988166159	2.476054004	5.102569976	15.26968767	11.91743838	6.890261034	2.609345836	10.96690757	10.33933226	3.03246526	11.60469584	3.125448055	1.027165653	4.441277681	6.90923069	8.433854133	13.00202597	0.935142119	1.003417055	9.202276653	6.433805661	3.472455288	6.875611689	7.392314327	7.370275486	6.7859038	14.45401903	6.866065834	8.322650672	3.458250221	8.071900945	4.156792764	9.942810568	7.034693616	10.51258506	5.249861416	5.83253787	8.403243475	8.580948921	6.754299155	10.06272954	8.151660431	2.853645409	10.23692555	2.414997311	9.208522663	6.917083448	5.357928261	2.622210064	5.35894992	5.276209184
SHR	NTS	16	7.888187891	1.31549797	15.10914919	4.381322218	4.74500879	2.005638507	13.66328105	7.192203611	8.24814936	7.80829332	7.570331913	8.600408136	7.580515404	4.176400618	5.58738506	7.947272829	8.376404934	3.711320022	2.280497297	1.892295471	7.019737034	4.227675992	4.244957934	12.7436321	12.96850644	11.32978685	1.339926037	7.367989829	6.468342296	11.68719968	9.116740059	8.020823776	4.888650617	3.084005524	8.99367868	12.05787021	3.45205497	2.665890279	5.481360664	15.26673963	11.87844428	6.853164593	2.478035953	10.8926679	10.24455999	3.047393511	11.47069574	4.307879599	0.949341648	4.037455396	6.64129942	8.725365294	13.12453191	0.982697921	1.091793697	9.303664549	6.580893226	3.595762528	6.766836462	8.174708026	7.032117605	6.48370762	14.25587582	6.846661912	8.248647965	3.781416206	7.834273753	4.581473927	9.770451336	6.782549926	10.57032654	5.562752465	6.634814624	7.900758295	8.713782391	6.70243922	9.741351285	8.201622026	3.012096912	10.45887946	2.573372306	9.012387437	6.383019471	5.334132542	2.801159119	5.176692388	5.270646155
SHR	NTS	16	7.715859694	1.319491016	15.30884758	4.215429885	4.188567803	2.011149468	13.87322956	7.16924141	8.532432282	7.909226404	7.54231922	8.445549717	7.5804536	4.217219768	5.309546009	7.879800908	8.381943082	3.842983762	2.286985602	1.852241003	7.616974602	4.542421686	4.286243817	12.66368914	13.14394284	11.39685541	1.385670144	7.610798575	5.590016972	11.56424521	8.140563349	8.122751799	4.889547886	3.392727455	9.052810266	11.68377093	3.830106381	2.533930777	4.88817405	15.31897331	11.95454122	6.941736931	2.357872822	10.72538078	10.20052952	3.016299557	11.49949384	3.402607359	1.037810516	4.517743707	6.953469487	8.232348105	13.0727462	0.98645891	1.096393187	9.409921459	6.903240301	3.60680465	6.132604754	7.755858594	7.205017771	6.427811146	14.5024702	6.688445108	8.15457995	3.740620774	7.950527827	4.0822693	9.851212628	7.162751775	10.53478198	5.256911636	5.204404989	8.205737336	8.411392058	6.496754257	9.828634629	8.344940738	2.986234289	10.71921114	2.432270836	9.288980428	6.517116804	5.284972732	2.496420143	4.887805478	5.375278704
